dataset,nmse_bayes_search,p_bayes_search
sleuth_ex1221.csv,0.5270905710394772,"{'C': 21.542372079062524, 'epsilon': 0.08138955330279714, 'gamma': 0.45015977231309395, 'kernel': 'rbf'}"
cps_85_wages.csv,2.51479790470748,"{'C': 1.6345961994213636, 'epsilon': 0.01636327500642838, 'gamma': 0.017248595596569896, 'kernel': 'rbf'}"
poly_1_1_0.2.csv,5.162351988249065,"{'C': 16.606468632480823, 'epsilon': 0.005461957797719387, 'gamma': 0.0056570808226935575, 'kernel': 'rbf'}"
kdd_el_nino-smal.csv,0.08999729158278187,"{'C': 688.4265182961899, 'epsilon': 0.00957004958401732, 'gamma': 8.0, 'kernel': 'rbf'}"
hutsof99_logis.csv,0.9643095518566238,"{'C': 11.041424453163044, 'epsilon': 0.008338394106788403, 'gamma': 0.018548422369485614, 'kernel': 'rbf'}"
SMSA.csv,0.0031838937021456035,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 0.0008301559262625046, 'kernel': 'rbf'}"
rabe_97.csv,0.006845221487485453,"{'C': 59.27329673618234, 'epsilon': 0.009022692653042022, 'gamma': 0.2816129763864661, 'kernel': 'rbf'}"
poly_1_5_0.1.csv,0.041543468231143806,"{'C': 223.22803354875427, 'epsilon': 0.05409086298832923, 'gamma': 0.0034290218136079392, 'kernel': 'rbf'}"
hutsof99_child_witness.csv,1.1793589821285335,"{'C': 40.19370929072711, 'epsilon': 0.20202632910434593, 'gamma': 1.4126252120006808, 'kernel': 'rbf'}"
plasma_retinol.csv,1.4380081060691179,"{'C': 63.18454029619776, 'epsilon': 0.40265954176610125, 'gamma': 5.567046538246505, 'kernel': 'rbf'}"
no2.csv,5.119831554710384,"{'C': 13.009073256943271, 'epsilon': 0.04898194116917813, 'gamma': 0.00016924549612086276, 'kernel': 'rbf'}"
cocomo_numeric.csv,0.6374785846087192,"{'C': 2033.4370694168683, 'epsilon': 0.07257265786588847, 'gamma': 0.10170057829745835, 'kernel': 'rbf'}"
arsenic-male-lung.csv,0.004790451320026975,"{'C': 25579.062201461416, 'epsilon': 0.0067687862763409325, 'gamma': 5.751465152701974, 'kernel': 'rbf'}"
boston.csv,0.32071317179504477,"{'C': 6.970326223274916, 'epsilon': 0.09120875160137727, 'gamma': 0.5474132238303347, 'kernel': 'rbf'}"
analcatdata_michiganacc.csv,1.368272900401787,"{'C': 7.099805683140785, 'epsilon': 0.06863994187319704, 'gamma': 0.008887938169269331, 'kernel': 'rbf'}"
poly_5_2_0.1.csv,0.014329415277891304,"{'C': 1818.328418938953, 'epsilon': 0.00390625, 'gamma': 0.30442364657475646, 'kernel': 'rbf'}"
poly_3_2_0.2.csv,0.14487189879788112,"{'C': 1286.6526020750075, 'epsilon': 0.052360117073116684, 'gamma': 0.022853866508446122, 'kernel': 'rbf'}"
sin_3_2_0.0.csv,9.987793752568335e-05,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 8.0, 'kernel': 'rbf'}"
socmob.csv,0.24954491156110503,"{'C': 390.84729107742606, 'epsilon': 0.00390625, 'gamma': 0.05765973881171987, 'kernel': 'rbf'}"
poly_3_5_0.1.csv,0.026990604718939104,"{'C': 319.1636812922345, 'epsilon': 0.21547691328326235, 'gamma': 0.05667794246789895, 'kernel': 'rbf'}"
sin_1_10_0.1.csv,0.19302236102358608,"{'C': 187.95253653131877, 'epsilon': 0.17590995586126984, 'gamma': 0.10703816135610317, 'kernel': 'rbf'}"
analcatdata_vehicle.csv,0.7730808919884375,"{'C': 10029.657414850757, 'epsilon': 0.04097205531559578, 'gamma': 0.032852023131335756, 'kernel': 'rbf'}"
sin_3_5_0.2.csv,10.045132411889334,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
dataset_2180_cleveland.csv,1.3195828754054677,"{'C': 0.3174960798399545, 'epsilon': 0.018781421972117938, 'gamma': 0.09248076184937284, 'kernel': 'rbf'}"
quake.csv,9.46077165478846,"{'C': 29888.247400495748, 'epsilon': 0.004076456229646544, 'gamma': 3.5564901025757816e-05, 'kernel': 'rbf'}"
dataset_2190_cholesterol.csv,13.466282778231347,"{'C': 0.10788195227624753, 'epsilon': 0.0803472678750777, 'gamma': 0.12453193194446395, 'kernel': 'rbf'}"
sin_3_1_0.0.csv,5.611296240455908e-06,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 8.0, 'kernel': 'rbf'}"
places.csv,2.124464541083235,"{'C': 7.639180359973952, 'epsilon': 0.02329659993428953, 'gamma': 0.0839548648087094, 'kernel': 'rbf'}"
sin_1_5_0.1.csv,0.03273007675447894,"{'C': 89.9675086199112, 'epsilon': 0.00390625, 'gamma': 1.352228872945862, 'kernel': 'rbf'}"
dataset_2214_elusage.csv,0.22370203162187033,"{'C': 11330.315128375343, 'epsilon': 0.07260126374921787, 'gamma': 0.06446689245619647, 'kernel': 'rbf'}"
tecator.csv,0.01978640842571022,"{'C': 32768.0, 'epsilon': 0.04959050310565553, 'gamma': 0.0002247052418454438, 'kernel': 'rbf'}"
poly_1_2_0.1.csv,0.2062141070820066,"{'C': 36.76145115382277, 'epsilon': 0.005367184123259704, 'gamma': 0.9365606901416152, 'kernel': 'rbf'}"
poly_5_10_0.2.csv,0.0358289684996174,"{'C': 98.7341212949966, 'epsilon': 0.005310539026064767, 'gamma': 0.04523827651573615, 'kernel': 'rbf'}"
rabe_131.csv,2.2541526677612462,"{'C': 2847.9746084532917, 'epsilon': 0.004974463595360203, 'gamma': 0.011295838934283636, 'kernel': 'rbf'}"
dataset_8_liver-disorders.csv,1.9374473692852694,"{'C': 1028.9796963726342, 'epsilon': 0.007947831585679745, 'gamma': 0.027469468203472538, 'kernel': 'rbf'}"
dataset_2191_sleep.csv,2.21631556128831,"{'C': 0.2117837867768645, 'epsilon': 0.2883073538392702, 'gamma': 8.0, 'kernel': 'rbf'}"
sin_3_1_0.1.csv,0.018503222117806598,"{'C': 32768.0, 'epsilon': 0.008524018194705945, 'gamma': 8.0, 'kernel': 'rbf'}"
benzo32.csv,1.2965320686544133,"{'C': 0.941833319243945, 'epsilon': 0.00390625, 'gamma': 2.877412330666145, 'kernel': 'rbf'}"
kdd_coil_3.csv,2.5249777294922184,"{'C': 0.42804330832279175, 'epsilon': 0.03216357141916759, 'gamma': 0.6580145945795914, 'kernel': 'rbf'}"
pm10.csv,2.2315814215772654,"{'C': 0.9573948054462693, 'epsilon': 0.05160293625846172, 'gamma': 3.379725450672518, 'kernel': 'rbf'}"
LEV.csv,0.7878931353183742,"{'C': 32768.0, 'epsilon': 0.06550445487480104, 'gamma': 8.0, 'kernel': 'rbf'}"
analcatdata_galapagos.csv,1.0003470981613591,"{'C': 6.1238999704758506, 'epsilon': 0.08345682286096351, 'gamma': 0.0002182764932707029, 'kernel': 'rbf'}"
schlvote.csv,1.1622332932500792,"{'C': 30.823556156101596, 'epsilon': 0.47832203044740557, 'gamma': 0.002920977987953862, 'kernel': 'rbf'}"
balloon.csv,0.3575690537013185,"{'C': 0.9629281852148326, 'epsilon': 0.12221007663117807, 'gamma': 1.6732725948735423, 'kernel': 'rbf'}"
disclosure_z.csv,51.47788706633923,"{'C': 0.08695052298875965, 'epsilon': 0.006184544551691258, 'gamma': 0.1270207009789298, 'kernel': 'rbf'}"
poly_5_5_0.2.csv,0.03656104495242199,"{'C': 4769.465182592136, 'epsilon': 0.009857508926445461, 'gamma': 0.023243601961910314, 'kernel': 'rbf'}"
poly_5_10_0.1.csv,0.02272853171669732,"{'C': 8.094302397789093, 'epsilon': 0.15574950579716068, 'gamma': 0.2733125116215267, 'kernel': 'rbf'}"
poly_3_5_0.0.csv,0.001326918350259985,"{'C': 16769.03352828759, 'epsilon': 0.021190486679415126, 'gamma': 0.01200753310509109, 'kernel': 'rbf'}"
sin_1_1_0.2.csv,0.1031047069087508,"{'C': 0.23344012859545019, 'epsilon': 0.00805871567614458, 'gamma': 5.396904783792978, 'kernel': 'rbf'}"
poly_5_10_0.0.csv,0.01523453391682956,"{'C': 1545.7269260032976, 'epsilon': 0.004857664829416341, 'gamma': 0.025413541452892586, 'kernel': 'rbf'}"
sensory.csv,2.788128115219008,"{'C': 19032.39744193729, 'epsilon': 0.02915477377874196, 'gamma': 0.01054468951834969, 'kernel': 'rbf'}"
ERA.csv,1.167969343150617,"{'C': 0.9304664313084916, 'epsilon': 0.045995404962669184, 'gamma': 7.428441804371005, 'kernel': 'rbf'}"
poly_3_2_0.0.csv,2.7496045806415646e-05,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 8.0, 'kernel': 'rbf'}"
chatfield_4.csv,0.28939764805695845,"{'C': 32768.0, 'epsilon': 0.03510668734219559, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
dataset_2192_triazines.csv,4.529248487903646,"{'C': 6.761593253858143, 'epsilon': 0.017416575347870233, 'gamma': 0.010436611474135066, 'kernel': 'rbf'}"
kidney.csv,0.4413066653986343,"{'C': 32768.0, 'epsilon': 0.01140623107910509, 'gamma': 0.00306244718864262, 'kernel': 'rbf'}"
poly_3_1_0.1.csv,0.08676332246598126,"{'C': 248.65047113487972, 'epsilon': 0.010208198080628905, 'gamma': 8.0, 'kernel': 'rbf'}"
treepipit.csv,5.498087327400461,"{'C': 1718.8516693879512, 'epsilon': 0.00390625, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
auto93.csv,0.3345475951788402,"{'C': 1.3727045081614837, 'epsilon': 0.004027995268745496, 'gamma': 0.1370867301955235, 'kernel': 'rbf'}"
sin_3_2_0.2.csv,0.04469649192338485,"{'C': 13390.914594946718, 'epsilon': 0.00390625, 'gamma': 8.0, 'kernel': 'rbf'}"
sin_1_1_0.1.csv,0.013542067618347838,"{'C': 179.6766926087468, 'epsilon': 0.00390625, 'gamma': 2.7728561282963793, 'kernel': 'rbf'}"
sleep.csv,0.12072721329588708,"{'C': 854.2961264330012, 'epsilon': 0.11149255444340146, 'gamma': 0.0010457759530092588, 'kernel': 'rbf'}"
mu284.csv,0.30149695755683764,"{'C': 1.0821172789137858, 'epsilon': 0.020065210697586582, 'gamma': 8.0, 'kernel': 'rbf'}"
poly_5_2_0.0.csv,0.0002743225491791972,"{'C': 32768.0, 'epsilon': 0.009107805181055839, 'gamma': 8.0, 'kernel': 'rbf'}"
poly_1_1_0.0.csv,0.00040890008370345803,"{'C': 25335.76219045709, 'epsilon': 0.00390625, 'gamma': 0.015185389634450661, 'kernel': 'rbf'}"
visualizing_hamster.csv,4.115565465266479,"{'C': 0.1280094426002463, 'epsilon': 1.731387712061023, 'gamma': 0.032166925216129384, 'kernel': 'rbf'}"
poly_5_1_0.1.csv,0.30982047496831416,"{'C': 32768.0, 'epsilon': 0.09057599539292407, 'gamma': 0.7166427577060909, 'kernel': 'rbf'}"
ESL.csv,0.11882348242370347,"{'C': 134.4752485024235, 'epsilon': 0.009616094972890907, 'gamma': 0.050403728967244744, 'kernel': 'rbf'}"
sin_3_2_0.1.csv,0.022525236729617388,"{'C': 32768.0, 'epsilon': 0.011375460138572213, 'gamma': 8.0, 'kernel': 'rbf'}"
sin_3_5_0.1.csv,3.5052436917395253,"{'C': 363.6931016764678, 'epsilon': 0.9950418290551352, 'gamma': 0.35231639420585587, 'kernel': 'rbf'}"
pollution.csv,0.6897998027696791,"{'C': 27736.69153203675, 'epsilon': 0.04257905582971839, 'gamma': 4.424456691274284e-05, 'kernel': 'rbf'}"
bodyfat.csv,0.005742189874602813,"{'C': 149.69167524972755, 'epsilon': 0.01248729712950046, 'gamma': 0.001755489099298551, 'kernel': 'rbf'}"
poly_5_1_0.0.csv,5.2126430013623486e-05,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 1.693402241680773, 'kernel': 'rbf'}"
pah.csv,0.24862893528586644,"{'C': 32768.0, 'epsilon': 0.09061547920593006, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
sin_1_5_0.2.csv,0.07148343460999239,"{'C': 11595.195745765295, 'epsilon': 0.08165839353801645, 'gamma': 0.2346748083766868, 'kernel': 'rbf'}"
chscase_vine1.csv,1.0306289753608764,"{'C': 240.61451630007483, 'epsilon': 0.031681639488103965, 'gamma': 0.0015365593543067116, 'kernel': 'rbf'}"
kdd_coil_7.csv,1.4160961279265012,"{'C': 14.84096340310838, 'epsilon': 0.3032700072541553, 'gamma': 9.605272084467309e-05, 'kernel': 'rbf'}"
poly_1_10_0.1.csv,0.024679571739756698,"{'C': 4857.91052696003, 'epsilon': 0.011192530383267932, 'gamma': 0.00010275286265200791, 'kernel': 'rbf'}"
cpu.csv,0.0028027424471515094,"{'C': 5657.779585458441, 'epsilon': 0.00390625, 'gamma': 0.06534908874297578, 'kernel': 'rbf'}"
visualizing_galaxy.csv,0.036093592394118884,"{'C': 1217.7788788973824, 'epsilon': 0.03647952097345555, 'gamma': 0.24463300194151627, 'kernel': 'rbf'}"
poly_1_10_0.2.csv,0.08826213288732213,"{'C': 501.47828583772394, 'epsilon': 0.004823861151914095, 'gamma': 0.0010119602834262743, 'kernel': 'rbf'}"
sin_1_1_0.0.csv,1.392535203996293e-05,"{'C': 83.33931803458745, 'epsilon': 0.00390625, 'gamma': 2.839633402743849, 'kernel': 'rbf'}"
sin_3_10_0.0.csv,50.0890286460724,"{'C': 0.2553917749656387, 'epsilon': 0.6654592864542533, 'gamma': 0.13430258806600412, 'kernel': 'rbf'}"
qqdefects_numeric.csv,0.7737403263847573,"{'C': 5.427788901762166, 'epsilon': 0.09322398273439154, 'gamma': 8.0, 'kernel': 'rbf'}"
dataset_2196_cloud.csv,0.476385950668572,"{'C': 2.8247478332923324, 'epsilon': 0.010687513819171192, 'gamma': 0.3984187818452432, 'kernel': 'rbf'}"
analcatdata_negotiation.csv,2.133422132002644,"{'C': 393.9459753214344, 'epsilon': 0.068957876796498, 'gamma': 0.00011841293674886586, 'kernel': 'rbf'}"
analcatdata_runshoes.csv,3.752696021475448,"{'C': 836.6939571942661, 'epsilon': 0.00390625, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
nflpass.csv,0.009794499886590249,"{'C': 22077.970357482754, 'epsilon': 0.005840471417622111, 'gamma': 0.18991323690019624, 'kernel': 'rbf'}"
poly_3_10_0.2.csv,0.05585352785688024,"{'C': 5896.239139832019, 'epsilon': 0.06360095402932266, 'gamma': 0.004976797919371309, 'kernel': 'rbf'}"
dataset_2212_gascons.csv,0.011936991560756493,"{'C': 91.9119546659565, 'epsilon': 0.008850873193287463, 'gamma': 0.29618811390357674, 'kernel': 'rbf'}"
veteran.csv,6.211288711666757,"{'C': 641.5224913747377, 'epsilon': 0.00390625, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
insurance.csv,0.13289009761810106,"{'C': 1368.148830628983, 'epsilon': 0.004022874087333448, 'gamma': 0.037356397948781296, 'kernel': 'rbf'}"
arsenic-female-bladder.csv,678.6035120900589,"{'C': 3.688254061990181, 'epsilon': 0.010739790289134592, 'gamma': 0.011410029637792826, 'kernel': 'rbf'}"
humans_numeric.csv,1.9586422698888246,"{'C': 2363.039092222805, 'epsilon': 0.8227722490986726, 'gamma': 3.2467357579982195, 'kernel': 'rbf'}"
cpu.with.vendor.csv,0.014143083429714187,"{'C': 23596.428805113574, 'epsilon': 0.006511497689066271, 'gamma': 0.3262972065997012, 'kernel': 'rbf'}"
baseball.csv,0.19246465111420888,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 7.769369750897051e-05, 'kernel': 'rbf'}"
dataset_2197_longley.csv,0.17897379080879902,"{'C': 32768.0, 'epsilon': 0.022102923641002522, 'gamma': 0.008440265763627393, 'kernel': 'rbf'}"
poly_1_10_0.0.csv,0.0001923084196537096,"{'C': 55.53789267349293, 'epsilon': 0.00390625, 'gamma': 0.1254568975244536, 'kernel': 'rbf'}"
sin_3_5_0.0.csv,17.750917778109685,"{'C': 265.84346188707383, 'epsilon': 0.9473119687377531, 'gamma': 0.004152681837816853, 'kernel': 'rbf'}"
iq_brain_size.csv,1.6746114679425896,"{'C': 0.08652514875570555, 'epsilon': 0.028258827356935398, 'gamma': 4.419303542739533, 'kernel': 'rbf'}"
poly_1_5_0.0.csv,2.5836970725589596e-05,"{'C': 32768.0, 'epsilon': 0.00390625, 'gamma': 3.0517578125e-05, 'kernel': 'rbf'}"
poly_5_5_0.1.csv,0.011015484535197888,"{'C': 1433.8246561055864, 'epsilon': 0.0603048491845555, 'gamma': 0.19809121446249842, 'kernel': 'rbf'}"
poly_3_1_0.2.csv,0.5988761515418188,"{'C': 739.090896919311, 'epsilon': 0.031433272481480784, 'gamma': 0.0018331975734447625, 'kernel': 'rbf'}"
kdd_coil_6.csv,6.081753995584766,"{'C': 4.3554252266395475, 'epsilon': 0.04711681041630957, 'gamma': 0.01304369256015504, 'kernel': 'rbf'}"
SWD.csv,1.2615223038635632,"{'C': 1871.7637471104727, 'epsilon': 0.05080302735498248, 'gamma': 0.000763812322481112, 'kernel': 'rbf'}"
kdd_coil_5.csv,3.3731897042138064,"{'C': 27.837141135237733, 'epsilon': 0.046514004171144936, 'gamma': 0.00041664071746158387, 'kernel': 'rbf'}"
Brainsize.csv,1.4827525866621887,"{'C': 2068.63722015667, 'epsilon': 0.00390697562421087, 'gamma': 6.326754550212969e-05, 'kernel': 'rbf'}"
analcatdata_olympic2000.csv,0.05726645049633955,"{'C': 7.883031830633622, 'epsilon': 0.025493196697648633, 'gamma': 0.24607040837913982, 'kernel': 'rbf'}"
chscase_geyser1.csv,0.3503806344185877,"{'C': 463.6920324031832, 'epsilon': 0.024140370336229684, 'gamma': 0.014851050869426478, 'kernel': 'rbf'}"
transplant.csv,0.041330482159522855,"{'C': 86.41663010950137, 'epsilon': 0.008550451897731211, 'gamma': 0.6869915816720412, 'kernel': 'rbf'}"
poly_3_2_0.1.csv,0.043339948436218446,"{'C': 760.1403262773166, 'epsilon': 0.010861878422609193, 'gamma': 0.036347658417544074, 'kernel': 'rbf'}"
sin_1_10_0.0.csv,0.21411206821377637,"{'C': 22112.438846117086, 'epsilon': 0.008167836838182554, 'gamma': 0.13313038178665296, 'kernel': 'rbf'}"
sin_3_1_0.2.csv,0.08555182791593581,"{'C': 32768.0, 'epsilon': 0.03731452151444524, 'gamma': 8.0, 'kernel': 'rbf'}"
newton_hema.csv,46.93857194341582,"{'C': 8142.43129806478, 'epsilon': 0.006209885643610282, 'gamma': 9.76261505016158e-05, 'kernel': 'rbf'}"
witmer_census_1980.csv,0.9469419393611078,"{'C': 0.4462779182107071, 'epsilon': 0.10704991886586306, 'gamma': 3.4791844492147694, 'kernel': 'rbf'}"
poly_3_1_0.0.csv,0.004894361070375812,"{'C': 645.9735678859699, 'epsilon': 0.00390625, 'gamma': 8.0, 'kernel': 'rbf'}"
detroit.csv,70.94226306646912,"{'C': 34.22162465523008, 'epsilon': 0.012716761509817818, 'gamma': 9.749496251258741e-05, 'kernel': 'rbf'}"
pubexpendat.csv,2.359551925245239,"{'C': 84.34751176360618, 'epsilon': 0.004166327164635705, 'gamma': 0.009748047337240669, 'kernel': 'rbf'}"
disclosure_x_noise.csv,33.32991716483956,"{'C': 0.29280763143530725, 'epsilon': 0.0782459746330861, 'gamma': 4.247256466945016, 'kernel': 'rbf'}"
