dataset,nmse_random_search,p_random_search
dataset_2180_cleveland.csv,1.3246058799828881,"{'C': 29647.452750931341, 'epsilon': 0.31084430479041081, 'gamma': 0.40676321800632032, 'kernel': 'rbf'}"
dataset_2190_cholesterol.csv,10.519135523498433,"{'C': 19864.616064015598, 'epsilon': 0.28913970670559341, 'gamma': 0.43041443978756444, 'kernel': 'rbf'}"
dataset_2191_sleep.csv,1.7746957567106265,"{'C': 16520.930358362177, 'epsilon': 0.23813641840415434, 'gamma': 7.8183579626093556, 'kernel': 'rbf'}"
dataset_2192_triazines.csv,6.129751093258647,"{'C': 2240.2182293742153, 'epsilon': 0.085832343395639166, 'gamma': 1.4036346063648333, 'kernel': 'rbf'}"
dataset_2196_cloud.csv,0.7089766679447416,"{'C': 4742.1677238663724, 'epsilon': 0.11430095947797891, 'gamma': 0.047343307682692348, 'kernel': 'rbf'}"
dataset_2197_longley.csv,0.09672483987161112,"{'C': 26414.880967924906, 'epsilon': 0.016281190341497886, 'gamma': 0.24401748313455318, 'kernel': 'rbf'}"
dataset_2212_gascons.csv,0.1242732557954286,"{'C': 13566.776746868883, 'epsilon': 0.1361221352262969, 'gamma': 3.018274555148345, 'kernel': 'rbf'}"
dataset_2214_elusage.csv,0.22418893138320303,"{'C': 16505.238318113472, 'epsilon': 0.073144308008270764, 'gamma': 0.15613007500060316, 'kernel': 'rbf'}"
dataset_8_liver-disorders.csv,2.4297254840826916,"{'C': 9528.169104964265, 'epsilon': 0.34757999517815685, 'gamma': 0.079278898035051171, 'kernel': 'rbf'}"
detroit.csv,7.1152036026791885,"{'C': 12697.530681073142, 'epsilon': 0.8645271741446392, 'gamma': 4.223551144856053, 'kernel': 'rbf'}"
diggle_table_a1.csv,4.467401285583108,"{'C': 4354.3972624654525, 'epsilon': 0.56932963036825246, 'gamma': 2.9410376411720165, 'kernel': 'rbf'}"
disclosure_x_bias.csv,2.3634918735887798,"{'C': 725.0874371467653, 'epsilon': 0.39325485438475916, 'gamma': 7.5423939148670849, 'kernel': 'rbf'}"
disclosure_x_noise.csv,118.34887881688549,"{'C': 1660.7102464809795, 'epsilon': 1.5378261707354173, 'gamma': 2.4462495463216722, 'kernel': 'rbf'}"
disclosure_z.csv,2.407357485143129,"{'C': 3064.1890130612592, 'epsilon': 0.41607805335512049, 'gamma': 7.8391226220801258, 'kernel': 'rbf'}"
humandevel.csv,0.2227756230941276,"{'C': 4033.0271415164279, 'epsilon': 0.083407943661883976, 'gamma': 0.84068853649785513, 'kernel': 'rbf'}"
humans_numeric.csv,2.7057118651814305,"{'C': 10855.28581602456, 'epsilon': 0.38323062252694462, 'gamma': 1.4097870627204205, 'kernel': 'rbf'}"
hutsof99_child_witness.csv,0.9313669886679355,"{'C': 22711.871551129636, 'epsilon': 0.11767394273448817, 'gamma': 2.2253759122734067, 'kernel': 'rbf'}"
hutsof99_logis.csv,1.1256411373642479,"{'C': 24757.232635529363, 'epsilon': 0.27198071489352471, 'gamma': 0.3410070968849146, 'kernel': 'rbf'}"
insurance.csv,0.13055758336884388,"{'C': 27671.770579957371, 'epsilon': 0.021693318448372079, 'gamma': 0.039955145261763469, 'kernel': 'rbf'}"
iq_brain_size.csv,1.5118861394570668,"{'C': 22033.669947931856, 'epsilon': 0.092028285850470848, 'gamma': 3.7525691583540137, 'kernel': 'rbf'}"
kdd_coil_1.csv,1.7232024129896804,"{'C': 25005.384774174185, 'epsilon': 0.26013977446698355, 'gamma': 0.76915113142086255, 'kernel': 'rbf'}"
kdd_coil_2.csv,2.793308795899255,"{'C': 3845.1426274422047, 'epsilon': 0.10762310927971019, 'gamma': 7.8097248416791389, 'kernel': 'rbf'}"
kdd_coil_3.csv,1.3342869473212513,"{'C': 881.32038123780148, 'epsilon': 0.09422783401270074, 'gamma': 7.9988097339721147, 'kernel': 'rbf'}"
kdd_coil_5.csv,3.0854825452476797,"{'C': 26867.56900102186, 'epsilon': 0.1176612019157135, 'gamma': 7.8180147822470412, 'kernel': 'rbf'}"
kdd_coil_6.csv,1.5726054621857917,"{'C': 16966.147105399246, 'epsilon': 0.21836686945504358, 'gamma': 0.82679701879761858, 'kernel': 'rbf'}"
kdd_coil_7.csv,1.1309069496299666,"{'C': 2601.0084918881003, 'epsilon': 0.49165603991242146, 'gamma': 0.41115589542684994, 'kernel': 'rbf'}"
kdd_el_nino-smal.csv,0.08932708678256164,"{'C': 31723.567539586114, 'epsilon': 0.0071219725969440262, 'gamma': 6.712619007287544, 'kernel': 'rbf'}"
kidney.csv,1.6594079967685234,"{'C': 8229.7221562338927, 'epsilon': 0.38850787564217648, 'gamma': 7.8297809770691202, 'kernel': 'rbf'}"
meta.csv,1.0171921487644504,"{'C': 7019.3507186070674, 'epsilon': 0.039546294237836399, 'gamma': 2.0019154047373942, 'kernel': 'rbf'}"
mu284.csv,0.692350672660877,"{'C': 4164.0090348091326, 'epsilon': 0.12726277522698815, 'gamma': 0.037980542172869391, 'kernel': 'rbf'}"
nasa_numeric.csv,2.1882605766823287,"{'C': 29109.984879917396, 'epsilon': 0.0422600770226218, 'gamma': 0.11871946698334401, 'kernel': 'rbf'}"
newton_hema.csv,11.100271035118332,"{'C': 3321.1746956532879, 'epsilon': 0.046503588988119349, 'gamma': 0.2116310606826497, 'kernel': 'rbf'}"
nflpass.csv,0.13217955870802256,"{'C': 15040.955432197021, 'epsilon': 0.010472553642346449, 'gamma': 1.3333384521891194, 'kernel': 'rbf'}"
no2.csv,1.0281149768881734,"{'C': 5273.1281884716664, 'epsilon': 0.61195483177681598, 'gamma': 6.5036535246264711, 'kernel': 'rbf'}"
pah.csv,0.29050764095696713,"{'C': 32363.70828316738, 'epsilon': 0.11717097595135328, 'gamma': 0.10041636260862319, 'kernel': 'rbf'}"
places.csv,3.8318089443282553,"{'C': 11767.701682086859, 'epsilon': 0.26323416405062372, 'gamma': 7.6828423769139178, 'kernel': 'rbf'}"
plasma_retinol.csv,1.4720708861153955,"{'C': 2636.2461272546097, 'epsilon': 0.38162781238894716, 'gamma': 5.947642622784552, 'kernel': 'rbf'}"
pm10.csv,3.8160451317066078,"{'C': 15822.714027141621, 'epsilon': 0.21879263366893187, 'gamma': 7.9214949586133603, 'kernel': 'rbf'}"
pollution.csv,1.7402941803059404,"{'C': 23408.348428611396, 'epsilon': 0.0631763012283304, 'gamma': 2.020464896780414, 'kernel': 'rbf'}"
poly_1_10_0.0.csv,0.00019750543080223766,"{'C': 1205.0588482491621, 'epsilon': 0.012110717002733029, 'gamma': 0.049431317820043397, 'kernel': 'rbf'}"
poly_1_10_0.1.csv,0.031093256695874923,"{'C': 2410.5639379574823, 'epsilon': 0.12553821538540055, 'gamma': 0.0032381811385855386, 'kernel': 'rbf'}"
poly_1_10_0.2.csv,9.440774192449362,"{'C': 1942.3905718228416, 'epsilon': 0.17519133848367385, 'gamma': 3.5999431747916262, 'kernel': 'rbf'}"
poly_1_1_0.0.csv,0.0015830607889457038,"{'C': 19920.047062094069, 'epsilon': 0.006013958900567884, 'gamma': 3.1129736906976841, 'kernel': 'rbf'}"
poly_1_1_0.1.csv,0.11738874391042443,"{'C': 11054.166431620459, 'epsilon': 0.099794954141822156, 'gamma': 0.91096089322600804, 'kernel': 'rbf'}"
poly_1_1_0.2.csv,4.306959432359495,"{'C': 29516.781723795139, 'epsilon': 0.51163967286826151, 'gamma': 0.64790044609198905, 'kernel': 'rbf'}"
poly_1_2_0.0.csv,8.613422142850953e-05,"{'C': 125.77463998803796, 'epsilon': 0.0058763167371358449, 'gamma': 6.0788246686049536, 'kernel': 'rbf'}"
poly_1_2_0.1.csv,0.09318690570037809,"{'C': 29484.186367225499, 'epsilon': 0.043527808410778412, 'gamma': 0.24445549453982807, 'kernel': 'rbf'}"
poly_1_2_0.2.csv,1.1910274585747591,"{'C': 32088.345975029151, 'epsilon': 0.50487684655439513, 'gamma': 0.43645571074685918, 'kernel': 'rbf'}"
poly_1_5_0.0.csv,0.03332002052418484,"{'C': 30764.936527315091, 'epsilon': 0.025989484993059087, 'gamma': 1.6479806356227433, 'kernel': 'rbf'}"
poly_1_5_0.1.csv,1.1674977324912406,"{'C': 8237.0083707631711, 'epsilon': 0.10030283053776623, 'gamma': 0.037954594947674281, 'kernel': 'rbf'}"
poly_1_5_0.2.csv,0.6171846145312787,"{'C': 25749.388601861785, 'epsilon': 0.31338936627108249, 'gamma': 0.0012580235207426682, 'kernel': 'rbf'}"
poly_3_10_0.0.csv,0.001146773822005717,"{'C': 16776.618960913711, 'epsilon': 0.019928262568019495, 'gamma': 0.17811918160525941, 'kernel': 'rbf'}"
poly_3_10_0.1.csv,0.007423393168744702,"{'C': 23670.419663280758, 'epsilon': 0.15098456688624151, 'gamma': 0.1119003379980974, 'kernel': 'rbf'}"
poly_3_10_0.2.csv,0.014173703957317726,"{'C': 8571.3956521955915, 'epsilon': 0.20627006172516937, 'gamma': 0.021688820328907177, 'kernel': 'rbf'}"
poly_3_1_0.0.csv,0.0009413505932904171,"{'C': 27417.600244729878, 'epsilon': 0.0087042577272868904, 'gamma': 5.3389239623296367, 'kernel': 'rbf'}"
poly_3_1_0.1.csv,0.055880727951548664,"{'C': 480.09063443482955, 'epsilon': 0.065090908561979077, 'gamma': 0.57384470921927644, 'kernel': 'rbf'}"
poly_3_1_0.2.csv,0.3509098092464668,"{'C': 10672.236456690702, 'epsilon': 0.42505144869560718, 'gamma': 1.7195916588515061, 'kernel': 'rbf'}"
poly_3_2_0.0.csv,3.78117643752769e-05,"{'C': 7735.7809489433057, 'epsilon': 0.0066056992714380591, 'gamma': 7.4314922343523406, 'kernel': 'rbf'}"
poly_3_2_0.1.csv,0.0154117299156617,"{'C': 21370.871091565648, 'epsilon': 0.08686375826892756, 'gamma': 0.09594068327114158, 'kernel': 'rbf'}"
poly_3_2_0.2.csv,0.17377465141018456,"{'C': 10294.627244834639, 'epsilon': 0.056386634536406577, 'gamma': 0.055082691246561843, 'kernel': 'rbf'}"
poly_3_5_0.0.csv,0.0024738876253686004,"{'C': 15718.277600977181, 'epsilon': 0.032580298918883699, 'gamma': 0.14571630511264555, 'kernel': 'rbf'}"
poly_3_5_0.1.csv,0.006620425876830319,"{'C': 19596.037412011203, 'epsilon': 0.078795003830363086, 'gamma': 0.079403457992003545, 'kernel': 'rbf'}"
poly_3_5_0.2.csv,0.029374490836533425,"{'C': 29910.488910395266, 'epsilon': 0.26788216601070558, 'gamma': 0.074390721041053709, 'kernel': 'rbf'}"
poly_5_10_0.0.csv,0.004490308342561312,"{'C': 1030.6735456421593, 'epsilon': 0.059624265998323933, 'gamma': 0.045161777912126055, 'kernel': 'rbf'}"
poly_5_10_0.1.csv,0.0171367835350158,"{'C': 16144.024575058826, 'epsilon': 0.18247767503960777, 'gamma': 0.020401858855341182, 'kernel': 'rbf'}"
poly_5_10_0.2.csv,0.013285901665911324,"{'C': 2619.4901442358132, 'epsilon': 0.12454843406747362, 'gamma': 0.062792266900814298, 'kernel': 'rbf'}"
poly_5_1_0.0.csv,3.223442354279083e-05,"{'C': 5011.8758427105458, 'epsilon': 0.0042384509230568579, 'gamma': 0.11442669400116579, 'kernel': 'rbf'}"
poly_5_1_0.1.csv,0.04748252052902891,"{'C': 25833.111695891868, 'epsilon': 0.13989508814186613, 'gamma': 0.69212585146034922, 'kernel': 'rbf'}"
poly_5_1_0.2.csv,0.13603055962931737,"{'C': 18453.489848999361, 'epsilon': 0.28212674469664445, 'gamma': 0.26629683666598325, 'kernel': 'rbf'}"
poly_5_2_0.0.csv,2.693240064366316e-05,"{'C': 14198.84733824099, 'epsilon': 0.0083671981671298301, 'gamma': 2.120710891384693, 'kernel': 'rbf'}"
poly_5_2_0.1.csv,0.005583043855751215,"{'C': 317.32801370397283, 'epsilon': 0.053387037359795109, 'gamma': 1.0435019622694073, 'kernel': 'rbf'}"
poly_5_2_0.2.csv,0.2860506951184803,"{'C': 2212.0430200769915, 'epsilon': 0.20961516278770675, 'gamma': 0.14602696876136534, 'kernel': 'rbf'}"
poly_5_5_0.0.csv,6.0389016430819345e-05,"{'C': 13737.469120759761, 'epsilon': 0.0080201179666725686, 'gamma': 0.34157903893119457, 'kernel': 'rbf'}"
poly_5_5_0.1.csv,0.00505462299686183,"{'C': 11449.377730271073, 'epsilon': 0.02813905990190313, 'gamma': 0.13934297288244402, 'kernel': 'rbf'}"
poly_5_5_0.2.csv,0.009112003192223607,"{'C': 3660.0043896039606, 'epsilon': 0.099546593066293765, 'gamma': 0.14575885010527223, 'kernel': 'rbf'}"
pubexpendat.csv,1.974733130257162,"{'C': 22337.118104506349, 'epsilon': 0.16292900627998086, 'gamma': 0.91822153633807257, 'kernel': 'rbf'}"
qqdefects_numeric.csv,0.8589218440655523,"{'C': 29400.056005221304, 'epsilon': 0.41259931693117191, 'gamma': 0.97660627441861525, 'kernel': 'rbf'}"
quake.csv,24.700987462154174,"{'C': 27384.571835348834, 'epsilon': 0.1188924793987276, 'gamma': 0.021865909023066621, 'kernel': 'rbf'}"
rabe_131.csv,9.095995641872937,"{'C': 17344.25172948929, 'epsilon': 0.43034301557354926, 'gamma': 1.0854330551562379, 'kernel': 'rbf'}"
rabe_176.csv,3.3451425049134698,"{'C': 23221.572881181241, 'epsilon': 0.29763371990899756, 'gamma': 4.016607347620675, 'kernel': 'rbf'}"
rabe_97.csv,0.007846611631040173,"{'C': 28913.001130539837, 'epsilon': 0.0085384158564856261, 'gamma': 0.78160230184362689, 'kernel': 'rbf'}"
schlvote.csv,1.126176489023039,"{'C': 19195.248659237983, 'epsilon': 0.46294709158805047, 'gamma': 0.15069870422059584, 'kernel': 'rbf'}"
sensory.csv,4.210194491876774,"{'C': 10125.920601333222, 'epsilon': 0.16583192762741183, 'gamma': 2.4685344710074455, 'kernel': 'rbf'}"
sin_1_10_0.0.csv,0.35968158469615363,"{'C': 15760.143045502962, 'epsilon': 0.015785372381758256, 'gamma': 1.1199281360626463, 'kernel': 'rbf'}"
sin_1_10_0.1.csv,0.29012787702723764,"{'C': 7226.3913807074714, 'epsilon': 0.22847902487456828, 'gamma': 1.3214345358563504, 'kernel': 'rbf'}"
sin_1_10_0.2.csv,0.3113691710926028,"{'C': 10842.051760606308, 'epsilon': 0.14515363375406465, 'gamma': 1.3310670225300161, 'kernel': 'rbf'}"
sin_1_1_0.0.csv,0.0001334558401552378,"{'C': 10474.811291793394, 'epsilon': 0.011364530923859251, 'gamma': 4.2665914977393253, 'kernel': 'rbf'}"
sin_1_1_0.1.csv,0.014301110647608781,"{'C': 23971.479490541948, 'epsilon': 0.051159341981737549, 'gamma': 1.5727862917002495, 'kernel': 'rbf'}"
sin_1_1_0.2.csv,0.07524208365116279,"{'C': 5261.5672156491855, 'epsilon': 0.29863459142459337, 'gamma': 0.94864510551769765, 'kernel': 'rbf'}"
sin_1_2_0.0.csv,2.1620243481262553e-05,"{'C': 8201.8205160227735, 'epsilon': 0.0060126667532656164, 'gamma': 5.8413610417030482, 'kernel': 'rbf'}"
sin_1_2_0.1.csv,0.009973872072845362,"{'C': 8161.2138518136089, 'epsilon': 0.038781780575026348, 'gamma': 1.3279967842550002, 'kernel': 'rbf'}"
sin_1_2_0.2.csv,0.038602625353871906,"{'C': 19656.862808466642, 'epsilon': 0.1906700091922473, 'gamma': 0.92947891457627385, 'kernel': 'rbf'}"
sin_1_5_0.0.csv,0.009496499786922675,"{'C': 8580.1957056716201, 'epsilon': 0.0049682253689438127, 'gamma': 0.54147070468746605, 'kernel': 'rbf'}"
sin_1_5_0.1.csv,0.02281751096825816,"{'C': 28040.571099576835, 'epsilon': 0.10522439956699037, 'gamma': 1.0754598865584919, 'kernel': 'rbf'}"
sin_1_5_0.2.csv,0.05349793601940019,"{'C': 4963.5304460941079, 'epsilon': 0.17658230744863346, 'gamma': 0.43580089654905585, 'kernel': 'rbf'}"
sin_3_10_0.0.csv,32.62149291831561,"{'C': 28925.014617098925, 'epsilon': 1.938633048713388, 'gamma': 7.9425950044810305, 'kernel': 'rbf'}"
sin_3_10_0.1.csv,7.547533386283224,"{'C': 13374.032672130601, 'epsilon': 0.0090601348246910351, 'gamma': 0.0023243660707885638, 'kernel': 'rbf'}"
sin_3_10_0.2.csv,59.56606211488479,"{'C': 9100.7744846938876, 'epsilon': 2.0028395793067246, 'gamma': 5.6825382640500761, 'kernel': 'rbf'}"
sin_3_1_0.0.csv,0.0005031741080985808,"{'C': 30010.039401171143, 'epsilon': 0.023634194078409276, 'gamma': 7.5958824755182937, 'kernel': 'rbf'}"
sin_3_1_0.1.csv,0.018526361291241855,"{'C': 16950.829432617491, 'epsilon': 0.054390905876769313, 'gamma': 7.7275563447494804, 'kernel': 'rbf'}"
sin_3_1_0.2.csv,0.07819715964045326,"{'C': 31868.938919311287, 'epsilon': 0.083826502043715445, 'gamma': 7.6089676167162548, 'kernel': 'rbf'}"
sin_3_2_0.0.csv,0.0011139242424461236,"{'C': 11953.484032612301, 'epsilon': 0.010373994516070573, 'gamma': 7.9201711620810347, 'kernel': 'rbf'}"
sin_3_2_0.1.csv,0.014982147937059527,"{'C': 29976.34429205388, 'epsilon': 0.021176664934906775, 'gamma': 7.9028849570660844, 'kernel': 'rbf'}"
sin_3_2_0.2.csv,0.0555531356077943,"{'C': 26200.947680956557, 'epsilon': 0.11673006186201795, 'gamma': 7.9563961332083402, 'kernel': 'rbf'}"
sin_3_5_0.0.csv,12.899875469208292,"{'C': 1843.8297829160874, 'epsilon': 0.36217643757823659, 'gamma': 0.0024874791841105193, 'kernel': 'rbf'}"
sin_3_5_0.1.csv,24.131668984398374,"{'C': 4527.6248094096627, 'epsilon': 1.3151537474888864, 'gamma': 0.0070454063610956297, 'kernel': 'rbf'}"
sin_3_5_0.2.csv,5.949078478500258,"{'C': 4428.3154455619406, 'epsilon': 1.9690384547906861, 'gamma': 0.0051946366285493539, 'kernel': 'rbf'}"
sleep.csv,0.08792911233073852,"{'C': 14229.354689827702, 'epsilon': 0.0074191002549075513, 'gamma': 0.0014207044209788577, 'kernel': 'rbf'}"
sleuth_ex1221.csv,0.3850841976144686,"{'C': 13554.450916378428, 'epsilon': 0.0063656422629765341, 'gamma': 5.2537122384850372, 'kernel': 'rbf'}"
socmob.csv,0.24796612444200716,"{'C': 1586.2628652581407, 'epsilon': 0.0063528752823147627, 'gamma': 0.073341399013840736, 'kernel': 'rbf'}"
tecator.csv,0.06137701018519182,"{'C': 30744.453525038054, 'epsilon': 0.021206388424837241, 'gamma': 0.18893592565091311, 'kernel': 'rbf'}"
transplant.csv,0.056813536536216,"{'C': 4259.1925879606679, 'epsilon': 0.04701600712202425, 'gamma': 0.029569953079214173, 'kernel': 'rbf'}"
treepipit.csv,18.24162680968371,"{'C': 20107.914441058587, 'epsilon': 0.42940313761389515, 'gamma': 2.2906760692983816, 'kernel': 'rbf'}"
veteran.csv,1.468003297926854,"{'C': 6112.9334583347154, 'epsilon': 0.25368718729053508, 'gamma': 1.1962553954950117, 'kernel': 'rbf'}"
visualizing_ethanol.csv,5.509680463907803,"{'C': 11145.802445171226, 'epsilon': 1.82549725999401, 'gamma': 4.6077079423168881, 'kernel': 'rbf'}"
visualizing_galaxy.csv,0.03725064588734128,"{'C': 1586.9659164122459, 'epsilon': 0.01271768498780057, 'gamma': 0.18279175261287683, 'kernel': 'rbf'}"
visualizing_hamster.csv,1.9048842830758925,"{'C': 3293.5779734113203, 'epsilon': 0.19921659897482646, 'gamma': 7.7304196356844255, 'kernel': 'rbf'}"
witmer_census_1980.csv,1.8760666861365003,"{'C': 18407.067054195566, 'epsilon': 0.23096658581447715, 'gamma': 2.3259488902816008, 'kernel': 'rbf'}"

